item_code,item_name,manufacturer_id,manufacturer_name,category_1,category_2,volume_value,volume_unit,standard_volume,default_pack_qty,difficulty_tier,benchmark_speed_hr
ITM-0655,제로 미니 바이트,MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0656,주물러 콜라,MFG-001,롯데웰푸드,과자,아이스크림,130,g,130g,35,고난이도 (32개 이상),511.7
ITM-0657,별난바,MFG-003,기타제조사,기타,기타,,70,70,40,고난이도 (32개 이상),413.8
ITM-0658,일품 팥빙수,MFG-001,롯데웰푸드,과자,아이스크림,240,g,240g,12,저난이도 (16개 미만),524.1
ITM-0659,아이스톡 패션망고 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),477.0
ITM-0660,아이스톡 제로레몬 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,16,중난이도 (16~31개),180.0
ITM-0661,아이스톡 청포도 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),469.6
ITM-0662,아이스톡 블루레몬 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),470.4
ITM-0663,아이스톡 블루베리 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),411.3
ITM-0664,꼬북 콘스프,MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0665,캐나다용 초코 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,47,g,47g,40,고난이도 (32개 이상),875.0
ITM-0666,캐나다용 크런키 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,39,g,39g,40,고난이도 (32개 이상),768.3
ITM-0667,캐나다용 초코쿠키 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,32,g,32g,40,고난이도 (32개 이상),824.0
ITM-0668,크런키 빼빼로 벌크,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,140,g,140g,11,저난이도 (16개 미만),563.4
ITM-0669,바이오필 플레인,MFG-013,매일유업,음료,유제품/요구르트,63,25입 번들,63x25,4,저난이도 (16개 미만),355.9
ITM-0670,바이오필 파인애플,MFG-013,매일유업,음료,유제품/요구르트,63,25입 번들,63x25,4,저난이도 (16개 미만),384.7
ITM-0671,바이오필 스트로베리,MFG-013,매일유업,음료,유제품/요구르트,63,25입 번들,63x25,4,저난이도 (16개 미만),327.3
ITM-0672,구운 양파,MFG-002,해태제과,과자,스낵,110,g,110g,16,중난이도 (16~31개),504.5
ITM-0673,The 빠새,MFG-002,해태제과,과자,스낵,100,g,100g,12,저난이도 (16개 미만),411.7
ITM-0674,구운 감자 케이스,MFG-002,해태제과,과자,스낵,108,g,108g,12,저난이도 (16개 미만),389.5
ITM-0675,에이스 바스크 치즈,MFG-002,해태제과,과자,비스킷/쿠키,364,g,364g,10,저난이도 (16개 미만),445.2
ITM-0676,신쫄이 샤인머스캣,MFG-002,해태제과,과자,젤리/캔디,24,g,24g,120,고난이도 (32개 이상),588.0
ITM-0677,오감자 딥 양념바베큐,MFG-005,오리온,과자,스낵,,-,-,16,중난이도 (16~31개),416.7
ITM-0678,오뜨 치즈,MFG-003,기타제조사,기타,기타,,-,-,12,저난이도 (16개 미만),500.0
ITM-0679,오뜨 쇼콜라,MFG-005,오리온,과자,비스킷/케이크,150,g,150g,12,저난이도 (16개 미만),536.8
ITM-0680,후레쉬 베리,MFG-005,오리온,과자,비스킷/케이크,336,g,336g,8,저난이도 (16개 미만),605.0
ITM-0681,칠성 사이다(호주용),MFG-008,롯데칠성음료,음료,탄산음료,,-,-,30,중난이도 (16~31개),387.9
ITM-0682,예감 치즈,MFG-005,오리온,과자,스낵/비스킷,64,g,64g,20,중난이도 (16~31개),440.0
ITM-0683,톰 아몬드,MFG-003,기타제조사,기타,기타,,-,-,14,저난이도 (16개 미만),388.9
ITM-0684,수출 왕고래 볶음,MFG-005,오리온,과자,스낵,56,g,56g,16,중난이도 (16~31개),180.0
ITM-0685,스윙칩 볶음 고추장,MFG-005,오리온,과자,스낵,60,g,60g,17,중난이도 (16~31개),420.0
ITM-0686,수출 오감자 칠리,MFG-005,오리온,과자,스낵,115,g,115g,16,중난이도 (16~31개),180.0
ITM-0687,포카칩 오리지날,MFG-005,오리온,과자,스낵,,-,-,20,중난이도 (16~31개),387.1
ITM-0688,썬 핫 스파이시,MFG-005,오리온,과자,스낵,135,g,135g,12,저난이도 (16개 미만),522.4
ITM-0689,후레쉬베리 복숭아,MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0690,수출 오땅,MFG-005,오리온,과자,스낵,98,g,98g,16,중난이도 (16~31개),510.8
ITM-0691,고래밥 볶음 4P,MFG-005,오리온,과자,스낵,,-,-,12,저난이도 (16개 미만),390.0
ITM-0692,바이오 생우유,MFG-013,매일유업,음료,유제품/우유,99,ml,99ml,14,저난이도 (16개 미만),466.7
ITM-0693,2% 복숭아,MFG-008,롯데칠성음료,음료,혼합음료/음료수,,240,240,20,중난이도 (16~31개),385.3
ITM-0694,웰치스 적포도,MFG-019,농심(수입),음료,탄산음료,355,ml,355ml,24,중난이도 (16~31개),386.1
ITM-0695,캐나다용 화이트 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,32,g,32g,40,고난이도 (32개 이상),993.3
ITM-0696,제로 후르츠 젤리,MFG-001,롯데웰푸드,과자,젤리/캔디,238,g,238g,18,중난이도 (16~31개),428.6
ITM-0697,제로 시트러스 유자젤리,MFG-001,롯데웰푸드,과자,젤리/캔디,238,g,238g,18,중난이도 (16~31개),407.1
ITM-0698,아이스톡 수박 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),465.4
ITM-0699,아이스톡 제로 레몬 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),484.4
ITM-0700,아이스톡 아메리카노 스위트,MFG-007,자뎅,음료,커피음료,230,ml,230ml,50,고난이도 (32개 이상),469.3
ITM-0701,밀키스 딸기,MFG-008,롯데칠성음료,음료,탄산음료,,-,-,30,중난이도 (16~31개),468.8
ITM-0702,레츠비 마일드(미주용),MFG-003,기타제조사,기타,기타,,-,-,30,중난이도 (16~31개),461.3
ITM-0703,밀키스(호주용),MFG-008,롯데칠성음료,음료,탄산음료,,-,-,30,중난이도 (16~31개),439.0
ITM-0704,밀키스 멜론,MFG-008,롯데칠성음료,음료,탄산음료,,-,-,30,중난이도 (16~31개),441.2
ITM-0705,레츠비 마일드(호주용),MFG-003,기타제조사,기타,기타,,-,-,30,중난이도 (16~31개),436.1
ITM-0706,숟가락,MFG-003,기타제조사,기타,기타,,-,-,250,고난이도 (32개 이상),441.2
ITM-0707,젓가락,MFG-003,기타제조사,기타,기타,,-,-,250,고난이도 (32개 이상),441.2
ITM-0708,콘치 크림치즈,MFG-006,크라운제과,과자,스낵,66,g,66g,18,중난이도 (16~31개),436.9
ITM-0709,콘초 가나슈,MFG-001,롯데웰푸드,과자,초콜릿,,-,-,18,중난이도 (16~31개),450.0
ITM-0710,홍삼 양갱,MFG-003,기타제조사,기타,기타,,-,-,20,중난이도 (16~31개),428.6
ITM-0711,쿠크다스 화이트,MFG-006,크라운제과,과자,비스킷/쿠키,77,g,77g,17,중난이도 (16~31개),400.0
ITM-0712,칙촉 벌크,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,-,-,12,저난이도 (16개 미만),428.6
ITM-0713,마가렛트(大),MFG-001,롯데웰푸드,과자,비스킷/쿠키,,-,-,8,저난이도 (16개 미만),426.7
ITM-0714,마가렛트(小),MFG-001,롯데웰푸드,과자,비스킷/쿠키,,-,-,12,저난이도 (16개 미만),450.0
ITM-0715,씨리얼초코 컵,MFG-023,확인필요,과자,초콜릿/비스킷,89,g,89g,15,저난이도 (16개 미만),375.0
ITM-0716,꼬깔콘 군옥수수(대),MFG-001,롯데웰푸드,과자,비스킷/쿠키,,-,-,12,저난이도 (16개 미만),480.0
ITM-0717,죠스바 젤리,MFG-001,롯데웰푸드,과자,젤리/캔디,70,g,70g,34,고난이도 (32개 이상),419.7
ITM-0718,애니타임 밀크,MFG-001,롯데웰푸드,과자,젤리/캔디,60,g,60g,20,중난이도 (16~31개),490.2
ITM-0719,구운 고구마,MFG-002,해태제과,과자,스낵,135,g,135g,13,저난이도 (16개 미만),447.8
ITM-0720,홈런볼 파티팩,MFG-002,해태제과,과자,스낵,,-,-,8,저난이도 (16개 미만),333.3
ITM-0721,칸쵸 벌크,MFG-001,롯데웰푸드,과자,비스킷/쿠키,196,g,196g,12,저난이도 (16개 미만),437.5
ITM-0722,꼬깔콘 군옥수수,MFG-001,롯데웰푸드,과자,스낵,67,g,67g,12,저난이도 (16개 미만),445.5
ITM-0723,꼬깔콘 고소한맛,MFG-001,롯데웰푸드,과자,스낵,67,g,67g,12,저난이도 (16개 미만),380.0
ITM-0724,연양갱 10팩,MFG-002,해태제과,과자,젤리/양갱,500,g,500g,10,저난이도 (16개 미만),403.5
ITM-0725,캐나다용 딸기 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,32,g,32g,40,고난이도 (32개 이상),413.3
ITM-0726,톡쏘는 쌀막걸리,MFG-003,기타제조사,기타,기타,,-,-,15,저난이도 (16개 미만),296.1
ITM-0727,통단팥죽,MFG-003,기타제조사,기타,기타,,-,-,10,저난이도 (16개 미만),300.0
ITM-0728,단호박죽,MFG-003,기타제조사,기타,기타,,-,-,10,저난이도 (16개 미만),300.0
ITM-0729,특전복죽,MFG-003,기타제조사,기타,기타,,-,-,10,저난이도 (16개 미만),296.3
ITM-0730,콩비지찌개,MFG-003,기타제조사,기타,기타,,-,-,10,저난이도 (16개 미만),300.0
ITM-0731,진한 추어탕,MFG-003,기타제조사,기타,기타,,-,-,10,저난이도 (16개 미만),333.3
ITM-0732,시원한 황태해장국,MFG-003,기타제조사,기타,기타,,-,-,12,저난이도 (16개 미만),300.0
ITM-0733,얼큰한 알탕,MFG-003,기타제조사,기타,기타,,-,-,12,저난이도 (16개 미만),300.0
ITM-0734,옥동자 밀크,MFG-001,롯데웰푸드,과자,아이스크림,70,g,70g,40,고난이도 (32개 이상),403.1
ITM-0735,찰떡 아이스 옥수수크림치즈,MFG-003,기타제조사,기타,기타,,-,-,24,중난이도 (16~31개),311.7
ITM-0736,찰떡 아이스 바닐라,MFG-001,롯데웰푸드,과자,아이스크림,80,g,80g,24,중난이도 (16~31개),480.0
ITM-0737,찰떡 아이스 당통팥,MFG-001,롯데웰푸드,과자,아이스크림,90,g,90g,24,중난이도 (16~31개),450.0
ITM-0738,빙빙바,MFG-003,기타제조사,기타,기타,,75,75,40,고난이도 (32개 이상),373.8
ITM-0739,찰떡 아이스 소금우유카라멜,MFG-003,기타제조사,기타,기타,,-,-,24,중난이도 (16~31개),311.7
ITM-0740,위즐 바닐라 모나카,MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0741,수박 아이스,MFG-001,롯데웰푸드,과자,아이스크림,160,g,160g,20,중난이도 (16~31개),590.0
ITM-0742,스크류 아이스,MFG-001,롯데웰푸드,과자,아이스크림,160,g,160g,20,중난이도 (16~31개),465.1
ITM-0743,티코 밀크초코,MFG-001,롯데웰푸드,과자,아이스크림,510,g,510g,6,저난이도 (16개 미만),466.7
ITM-0744,비얀코 트리플 바닐라&딸기,MFG-003,기타제조사,기타,기타,,-,-,15,저난이도 (16개 미만),394.7
ITM-0745,조이 망고바,MFG-001,롯데웰푸드,과자,아이스크림,80,g,80g,40,고난이도 (32개 이상),545.5
ITM-0746,찰옥수수 카라멜 팝콘맛,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,24,중난이도 (16~31개),406.8
ITM-0747,돼지바빵,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,24,중난이도 (16~31개),406.8
ITM-0748,죠스바 영칼로리 자몽허니블랙티,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,16,중난이도 (16~31개),180.0
ITM-0749,스크류바 영칼로리 유자 민트티,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,16,중난이도 (16~31개),180.0
ITM-0750,얼려먹는 초코 만들기,MFG-005,오리온,과자,초콜릿/DIY,38,g,38g,24,중난이도 (16~31개),443.8
ITM-0751,오예스 우베라떼,MFG-002,해태제과,과자,스낵,,-,-,10,저난이도 (16개 미만),487.0
ITM-0752,옥수수 수염차,MFG-010,음료제조사,음료,과채음료/차,,-,-,18,중난이도 (16~31개),433.0
ITM-0753,옥수수 수염차 라이트,MFG-010,음료제조사,음료,과채음료/차,,-,-,16,중난이도 (16~31개),180.0
ITM-0754,헛개 파워,MFG-004,광동제약,음료,건강음료/한방,,-,-,37,고난이도 (32개 이상),485.3
ITM-0755,진홍삼 골드,MFG-003,기타제조사,기타,기타,,-,-,70,고난이도 (32개 이상),487.3
ITM-0756,쌍화 골드,MFG-004,광동제약,음료,건강음료/한방,,-,-,64,고난이도 (32개 이상),524.5
ITM-0757,생강 쌍화,MFG-004,광동제약,음료,건강음료/한방,,-,-,16,중난이도 (16~31개),180.0
ITM-0758,비타500 제로 아이스,MFG-004,광동제약,음료,건강음료/한방,,-,-,40,고난이도 (32개 이상),489.8
ITM-0759,산삼 배양근진액,MFG-003,기타제조사,기타,기타,,-,-,50,고난이도 (32개 이상),500.0
ITM-0760,비타500 이온킥,MFG-004,광동제약,음료,건강음료/한방,,-,-,16,중난이도 (16~31개),180.0
ITM-0761,비타500 제로 스파클링,MFG-004,광동제약,음료,건강음료/한방,,-,-,24,중난이도 (16~31개),480.0
ITM-0762,비타500 제로 스파클링 유자,MFG-004,광동제약,음료,건강음료/한방,,-,-,24,중난이도 (16~31개),276.9
ITM-0763,대추 쌍화진,MFG-004,광동제약,음료,건강음료/한방,,-,-,10,저난이도 (16개 미만),400.0
ITM-0764,생강 쌍화진,MFG-004,광동제약,음료,건강음료/한방,,-,-,10,저난이도 (16개 미만),400.0
ITM-0765,비타500오리지널,MFG-004,광동제약,음료,건강음료/한방,,100,100,100,고난이도 (32개 이상),384.6
ITM-0766,진한헛개차,MFG-004,광동제약,음료,건강음료/한방,,1.5,1.5,18,중난이도 (16~31개),450.0
ITM-0767,광동 옥수수 수염차,MFG-004,광동제약,음료,차음료,500,ml,500ml,17,중난이도 (16~31개),450.3
ITM-0768,고기엔참소스,MFG-003,기타제조사,기타,기타,,-,-,20,중난이도 (16~31개),800.0
ITM-0769,초코파이흑당,MFG-005,오리온,과자,파이,,336,336,8,저난이도 (16개 미만),556.5
ITM-0770,물엿,MFG-003,기타제조사,기타,기타,,-,-,6,저난이도 (16개 미만),1000.0
ITM-0771,홈런볼지컵,MFG-002,해태제과,과자,스낵,,51,51,24,중난이도 (16~31개),600.0
ITM-0772,구운나초케이스,MFG-003,기타제조사,기타,기타,,104,104,12,저난이도 (16개 미만),328.6
ITM-0773,자가비케첩맛,MFG-003,기타제조사,기타,기타,,45,45,12,저난이도 (16개 미만),600.0
ITM-0774,오예스미니크림소다맛,MFG-002,해태제과,과자,스낵,,192,192,12,저난이도 (16개 미만),379.5
ITM-0775,아이비아몬드크래커,MFG-002,해태제과,과자,비스킷/쿠키,,178,178,12,저난이도 (16개 미만),583.3
ITM-0776,홈런볼옥수수소프트콘맛,MFG-002,해태제과,과자,스낵,,44,44,30,중난이도 (16~31개),600.0
ITM-0777,캐)허니버터칩,MFG-002,해태제과,과자,스낵,,60,60,16,중난이도 (16~31개),607.5
ITM-0778,광동비타500ZERO,MFG-004,광동제약,음료,건강음료/한방,,100,100,100,고난이도 (32개 이상),492.4
ITM-0779,비타500이온킥,MFG-004,광동제약,음료,건강음료/한방,,250,250,30,중난이도 (16~31개),500.0
ITM-0780,비타500이온킥제로,MFG-004,광동제약,음료,건강음료/한방,,500,500,20,중난이도 (16~31개),526.3
ITM-0781,비타500치어팩,MFG-004,광동제약,음료,건강음료/한방,,250,250,30,중난이도 (16~31개),476.5
ITM-0782,옥수수수염차라이트,MFG-004,광동제약,음료,건강음료/한방,,500,500,20,중난이도 (16~31개),493.2
ITM-0783,홈런볼초코(지컵),MFG-002,해태제과,과자,스낵,,51,51,25,중난이도 (16~31개),408.5
ITM-0784,캐나다용화이트뻬빼로,MFG-003,기타제조사,기타,기타,,40,40,40,고난이도 (32개 이상),338.8
ITM-0785,캐나다용아몬드뺴빼로,MFG-003,기타제조사,기타,기타,,40,40,40,고난이도 (32개 이상),345.3
ITM-0786,화이트빼빼로빅팩,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,256,256,6,저난이도 (16개 미만),510.6
ITM-0787,아몬드빼빼로빅팩,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,256,256,6,저난이도 (16개 미만),426.2
ITM-0788,고향만두야채,MFG-012,해태제과식품,냉동식품,만두,,567,567,10,저난이도 (16개 미만),333.3
ITM-0789,롯데트레이레몬,MFG-003,기타제조사,기타,기타,,500,500,6,저난이도 (16개 미만),334.9
ITM-0790,바베큐맛스낵,MFG-015,제과제조사,과자,스낵,,100,100,20,중난이도 (16~31개),333.3
ITM-0791,고소한한입인절미쌀과자,MFG-015,제과제조사,과자,비스킷/쿠키,,190,190,12,저난이도 (16개 미만),333.3
ITM-0792,후레쉬베리12P,MFG-003,기타제조사,기타,기타,,336,336,8,저난이도 (16개 미만),457.1
ITM-0793,후레쉬베리복숭아,MFG-003,기타제조사,기타,기타,,336,336,8,저난이도 (16개 미만),430.8
ITM-0794,초코칩쿠키,MFG-015,제과제조사,과자,스낵,,192,192,14,저난이도 (16개 미만),430.8
ITM-0795,참붕어빵6P,MFG-003,기타제조사,기타,기타,,174,174,9,저난이도 (16개 미만),468.0
ITM-0796,참붕어빵8P,MFG-003,기타제조사,기타,기타,,232,232,8,저난이도 (16개 미만),480.0
ITM-0797,초코칩미니2P,MFG-015,제과제조사,과자,스낵,,90,90,16,중난이도 (16~31개),457.1
ITM-0798,클린아이스얼음컵,MFG-003,기타제조사,기타,기타,,240,240,12,저난이도 (16개 미만),297.9
ITM-0799,캐)오예스,MFG-002,해태제과,과자,스낵,,360,360,10,저난이도 (16개 미만),500.0
ITM-0800,쌍화탕,MFG-004,광동제약,음료,건강음료/한방,,100,100,10,저난이도 (16개 미만),504.2
ITM-0801,쌍감탕,MFG-003,기타제조사,기타,기타,,750,750,10,저난이도 (16개 미만),525.0
ITM-0802,고소한미숫가루두유,MFG-013,매일유업,유가공/음료,두유/우유,,190*15,190*15,3,저난이도 (16개 미만),480.0
ITM-0803,에이스씬솔티카라멜,MFG-002,해태제과,과자,비스킷/쿠키,,291,291,13,저난이도 (16개 미만),297.1
ITM-0804,홈런볼옥수수4번들,MFG-002,해태제과,과자,스낵,,156,156,12,저난이도 (16개 미만),254.5
ITM-0805,오예스베이크하우스얼&쇼,MFG-002,해태제과,과자,스낵,,280,280,12,저난이도 (16개 미만),320.9
ITM-0806,광동V라인슬림핏,MFG-004,광동제약,음료,건강음료/한방,,150,150,50,고난이도 (32개 이상),476.2
ITM-0807,광옥고밸런스,MFG-003,기타제조사,기타,기타,,10*30,10*30,10,저난이도 (16개 미만),500.0
ITM-0808,검은콩칼슘,MFG-003,기타제조사,기타,기타,,950,950,12,저난이도 (16개 미만),461.5
ITM-0809,검은콩호두와아몬드,MFG-003,기타제조사,기타,기타,,950,950,12,저난이도 (16개 미만),461.5
ITM-0810,치토스매콤달콤(대),MFG-003,기타제조사,기타,기타,,164,164,12,저난이도 (16개 미만),428.1
ITM-0811,치토스바베큐(대),MFG-003,기타제조사,기타,기타,,164,164,12,저난이도 (16개 미만),429.1
ITM-0812,치토스매콤달콤(소),MFG-003,기타제조사,기타,기타,,82,82,12,저난이도 (16개 미만),434.0
ITM-0813,치토스바베큐(소),MFG-003,기타제조사,기타,기타,,82,82,12,저난이도 (16개 미만),460.0
ITM-0814,비타500,MFG-004,광동제약,음료,건강음료/한방,,100*10,100*10,10,저난이도 (16개 미만),384.6
ITM-0815,맛동산밤라떼맛,MFG-002,해태제과,과자,스낵,,290,290,8,저난이도 (16개 미만),411.4
ITM-0816,샌드에이스크림라떼,MFG-002,해태제과,과자,비스킷/쿠키,,204,204,12,저난이도 (16개 미만),432.0
ITM-0817,바삭한올모짜핫도그,MFG-026,CJ제일제당,냉동식품,냉동간편식,,400,400,12,저난이도 (16개 미만),432.4
ITM-0818,감자올모짜핫도그,MFG-026,CJ제일제당,냉동식품,냉동간편식,,360,360,12,저난이도 (16개 미만),428.6
ITM-0819,찰떡아이스,MFG-003,기타제조사,기타,기타,,90,90,24,중난이도 (16~31개),428.6
ITM-0820,카카오몽쉘,MFG-003,기타제조사,기타,기타,,204,204,11,저난이도 (16개 미만),430.8
ITM-0821,가나프리미엄랑드샤쇼콜라,MFG-001,롯데웰푸드,과자,초콜릿,,91,91,12,저난이도 (16개 미만),480.0
ITM-0822,비타500ZERO,MFG-004,광동제약,음료,건강음료/한방,,100,100,40,고난이도 (32개 이상),489.8
ITM-0823,생강쌍화,MFG-004,광동제약,음료,건강음료/한방,,120,120,55,고난이도 (32개 이상),482.1
ITM-0824,위생천,MFG-003,기타제조사,기타,기타,,75,75,10,저난이도 (16개 미만),500.0
ITM-0825,오징어젓,MFG-003,기타제조사,기타,기타,10,kg,10kg,1,저난이도 (16개 미만),500.0
ITM-0826,칸타빌레블루베리에이드,MFG-010,음료제조사,음료,과채음료/차,,230,230,50,고난이도 (32개 이상),458.3
ITM-0827,칸타빌레딸기에이드,MFG-010,음료제조사,음료,과채음료/차,,230,230,50,고난이도 (32개 이상),465.1
ITM-0828,칸타빌레더블망고에이드,MFG-010,음료제조사,음료,과채음료/차,,230,230,50,고난이도 (32개 이상),438.0
ITM-0829,칸타빌레복숭아아이스티,MFG-003,기타제조사,기타,기타,,230,230,50,고난이도 (32개 이상),490.2
ITM-0830,칸타빌레블랙아메리카노,MFG-003,기타제조사,기타,기타,,230,230,50,고난이도 (32개 이상),454.5
ITM-0831,칸타빌레청포도에이드,MFG-010,음료제조사,음료,과채음료/차,,230,230,50,고난이도 (32개 이상),463.0
ITM-0832,칸타빌레헤이즐넛아메리카노,MFG-003,기타제조사,기타,기타,,230,230,50,고난이도 (32개 이상),447.8
ITM-0833,칸타빌레사과에이드,MFG-010,음료제조사,음료,과채음료/차,,230,230,50,고난이도 (32개 이상),478.7
ITM-0834,칸타빌레바닐라맛아메리카노,MFG-003,기타제조사,기타,기타,,230,230,50,고난이도 (32개 이상),465.1
ITM-0835,아맛나바,MFG-003,기타제조사,기타,기타,,70,70,40,고난이도 (32개 이상),500.0
ITM-0836,제로밀크모나카,MFG-003,기타제조사,기타,기타,,140,140,24,중난이도 (16~31개),500.0
ITM-0837,제로미니바이트,MFG-003,기타제조사,기타,기타,,380,380,6,저난이도 (16개 미만),480.0
ITM-0838,죠스바영칼로리자몽허니블랙티,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,80,80,40,고난이도 (32개 이상),458.1
ITM-0839,와바닐라,MFG-003,기타제조사,기타,기타,,190,190,16,중난이도 (16~31개),500.0
ITM-0840,위즐바닐라모나카,MFG-003,기타제조사,기타,기타,,140,140,24,중난이도 (16~31개),417.4
ITM-0841,위즐쿠앤크샌드,MFG-003,기타제조사,기타,기타,,130,130,24,중난이도 (16~31개),494.1
ITM-0842,조이그레인크럼블바,MFG-003,기타제조사,기타,기타,,80,80,40,고난이도 (32개 이상),631.6
ITM-0843,조이헤이즐넛카카오,MFG-003,기타제조사,기타,기타,,80,80,40,고난이도 (32개 이상),631.6
ITM-0844,가나밀크,MFG-001,롯데웰푸드,과자,초콜릿,,70,70,40,고난이도 (32개 이상),285.7
ITM-0845,딸기카스타드,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,230,230,8,저난이도 (16개 미만),300.0
ITM-0846,구운감자2번들,MFG-002,해태제과,과자,스낵,,48,48,15,저난이도 (16개 미만),285.7
ITM-0847,웰치스청포도맛,MFG-003,기타제조사,기타,기타,,355,355,24,중난이도 (16~31개),417.4
ITM-0848,그레이스,MFG-003,기타제조사,기타,기타,,298,298,10,저난이도 (16개 미만),333.3
ITM-0849,뽀또체다치즈,MFG-003,기타제조사,기타,기타,,139,139,12,저난이도 (16개 미만),342.9
ITM-0850,솔의눈,MFG-003,기타제조사,기타,기타,,240,240,30,중난이도 (16~31개),352.9
ITM-0851,도리토스나쵸치즈맛(대),MFG-003,기타제조사,기타,기타,,172,172,12,저난이도 (16개 미만),360.0
ITM-0852,옥동자,MFG-003,기타제조사,기타,기타,,70,70,40,고난이도 (32개 이상),357.1
ITM-0853,스크류바영칼로리유자민트티,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,80,80,40,고난이도 (32개 이상),384.2
ITM-0854,빼빼로아이스바땅콩,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,75,75,40,고난이도 (32개 이상),357.1
ITM-0855,더블비얀코트리플바닐라&딸기,MFG-003,기타제조사,기타,기타,,230,230,15,저난이도 (16개 미만),357.1
ITM-0856,더블비얀코트리플피넛&초코,MFG-003,기타제조사,기타,기타,,230,230,15,저난이도 (16개 미만),357.1
ITM-0857,요구르트아이스멀티,MFG-003,기타제조사,기타,기타,,170,170,24,중난이도 (16~31개),356.4
ITM-0858,box (외포장 라벨링),MFG-032,공통/물류,외포장,박스라벨링,1,,1,1,저난이도 (16개 미만),420.9
